
File System Summary
===================

Filesystem                         Size  Used Avail Use% Mounted on
tmpfs                              1.6G  1.7M  1.6G   1% /run
/dev/mapper/ubuntu--vg-ubuntu--lv   98G   21G   73G  23% /
tmpfs                              7.9G  4.0K  7.9G   1% /dev/shm
tmpfs                              5.0M     0  5.0M   0% /run/lock
tmpfs                              7.9G     0  7.9G   0% /run/qemu
/dev/sda2                          2.0G  200M  1.6G  11% /boot
tmpfs                              1.6G   16K  1.6G   1% /run/user/0
tmpfs                              512M     0  512M   0% /opt/stack/data/etcd


Process Listing
===============

ps axo user,ppid,pid,pcpu,pmem,vsz,rss,tty,stat,start,time,args
---------------------------------------------------------------

USER        PPID     PID %CPU %MEM    VSZ   RSS TT       STAT  STARTED     TIME COMMAND
root           0       1  1.7  0.0  23340 14652 ?        Ss     Jun 29 00:34:29 /sbin/init
root           1  563933  0.0  0.1 464692 28548 ?        Ssl  19:02:01 00:00:06 /usr/libexec/fwupd/fwupd
root           1 1297097  0.0  0.0 468980 13740 ?        Ssl  06:18:52 00:00:01 /usr/libexec/udisks2/udisksd
root           2 1297156  0.0  0.0      0     0 ?        I<   06:18:53 00:00:00 [kworker/1:0H]
root           1 1312930  0.0  0.0  71328  5580 ?        Ss   06:22:12 00:00:04 /usr/sbin/dmeventd -f
root           2 2250235  0.0  0.0      0     0 ?        I<   11:55:43 00:00:07 [kworker/2:1H-kblockd]
root           2 2614689  0.0  0.0      0     0 ?        I<   13:41:38 00:00:00 [kworker/2:2H]
root           2 2634213  0.0  0.0      0     0 ?        I<   13:50:26 00:00:05 [kworker/1:2H-kblockd]
root           2 2892178  0.0  0.0      0     0 ?        I<   15:27:19 00:00:00 [kworker/0:2H]
root           2 3061943  0.4  0.0      0     0 ?        I    16:19:58 00:00:32 [kworker/3:0-events]
root           2 3134744  0.2  0.0      0     0 ?        I    16:36:58 00:00:11 [kworker/u8:2-ext4-rsv-conversion]
root           2 3175801  0.7  0.0      0     0 ?        I    16:52:06 00:00:35 [kworker/0:3-events]
root           2 3182305  0.0  0.0      0     0 ?        I    16:54:26 00:00:03 [kworker/u10:0-events_power_efficient]
root           2 3259358  0.0  0.0      0     0 ?        I    17:14:01 00:00:00 [kworker/u8:1-ipv6_addrconf]
root           2 3288802  0.4  0.0      0     0 ?        I    17:25:02 00:00:11 [kworker/2:3-events]
root           2 3307245  0.5  0.0      0     0 ?        I    17:31:03 00:00:12 [kworker/1:1-cgroup_free]
root           1 3311338  0.0  0.0  13812  1952 ?        Ss   17:34:23 00:00:00 /usr/sbin/iscsid
root           1 3311339  0.0  0.0  14196 14180 ?        S<Ls 17:34:23 00:00:00 /usr/sbin/iscsid
root           1 3317995  0.0  0.0  71300 15596 ?        Ss   17:35:08 00:00:00 /usr/sbin/virtlogd
root           2 3327533  0.0  0.0      0     0 ?        I    17:37:09 00:00:00 [kworker/u12:2-flush-252:0]
root           2 3353690  0.1  0.0      0     0 ?        I    17:44:06 00:00:02 [kworker/u11:2-events_freezable_power_]
root           2 3354350  0.0  0.0      0     0 ?        I    17:44:15 00:00:01 [kworker/u11:4-writeback]
root           2 3367597  0.0  0.0      0     0 ?        I    17:47:04 00:00:00 [kworker/u10:3-events_power_efficient]
root           2 3383990  0.0  0.0      0     0 ?        I    17:52:25 00:00:00 [kworker/u9:0-events_unbound]
root           2 3384025  0.0  0.0      0     0 ?        I    17:52:34 00:00:00 [kworker/u12:0-events_unbound]
root           2 3385400  0.0  0.0      0     0 ?        I    17:53:07 00:00:00 [kworker/u10:2-flush-252:0]
root           2 3387329  0.8  0.0      0     0 ?        I    17:55:09 00:00:07 [kworker/1:0-cgroup_release]
root           2 3388303  0.0  0.0      0     0 ?        I    17:56:20 00:00:00 [kworker/0:0-cgroup_free]
